 Sr.No , Type , Speciality , SKU Code , Short Specification , Detailed Specification , Unit Of Manufracturng , Units , Portfolio , Brand , Sub Brand , Section 
509, Suture ,NCV,NYL10 3340,POLYAMIDE Black 0 X 150-40MM 1/2 Circle Round Body LOOP,POLYAMIDE BLACK  0 X 150-40MM 1/2 CIRCLE ROUND BODY  LOOP,DZ, 12 , P-1 ,Filamide,Filamide,Section A
510, Suture ,NCV,NYL10 3346,POLYAMIDE Black 0 X 100-40MM 1/2 Circle Round Body,POLYAMIDE BLACK  0 X 100-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
511, Suture ,NCV,NYL10 3389,POLYAMIDE Black 0 X 70-60MM Straight Cutting,POLYAMIDE BLACK  0 X 70-60MM STRAIGHT CUTTING ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
512, Suture ,Plastic,NYL100 2850,POLYAMIDE Black 10-0 X 13-05MM 3/8 Circle Round Body,POLYAMIDE BLACK  10-0 X 13-05MM 3/8 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
513, Suture ,Plastic,NYL100 2870,POLYAMIDE Black 10-0 X 13-3.8MM 3/8 Circle Round Body,POLYAMIDE BLACK  10-0 X 13-3.8MM 3/8 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
514, Suture ,Plastic,NYL100 3314,POLYAMIDE Black 10-0 X 25-04MM 3/8 Circle Round Body,POLYAMIDE BLACK  10-0 X 25-04MM 3/8 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
515, Suture ,Opthal,NYL100 3717DN,POLYAMIDE Black 10-0 X 20-06MM 3/8 Circle Spatula Point Double Needle,POLYAMIDE BLACK  10-0 X 20-06MM 3/8 CIRCLE SM DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filamide,Filamide,Section E
516, Suture ,Opthal,NYL100 3718,POLYAMIDE Black 10-0 X 38-06MM 3/8 Circle Spatula Point ,POLYAMIDE BLACK  10-0 X 38-06MM 3/8 CIRCLE SM,DZ, 12 , P-1 ,Filamide,Filamide,Section E
517, Suture ,Opthal,NYL100 3719,POLYAMIDE Black 10-0 X 38-06MM 3/8 Circle Spatula Point Double Needle,POLYAMIDE BLACK  10-0 X 38-06MM 3/8 CIRCLE SM DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filamide,Filamide,Section E
518, Suture ,Opthal,NYL100 3720,POLYAMIDE Black 10-0 X 38-6MM 3/8 Circle Spatula Point ,POLYAMIDE BLACK  10-0 X 38-6MM 3/8 CIRCLE SM,DZ, 12 , P-1 ,Filamide,Filamide,Section E
519, Suture ,Opthal,NYL100 7000DN,POLYAMIDE Black 10-0 X 30-6MM 1/2 Circle Spatula Point Double Needle,POLYAMIDE BLACK  10-0 X 30-6MM 1/2 CIRCLE SM DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filamide,Filamide,Section E
520, Suture ,Opthal,NYL100 7003DN,POLYAMIDE Black 10-0 X 30-6MM 3/8 Circle Spatula Point Double Needle,POLYAMIDE BLACK  10-0 X 30-6MM 3/8 CIRCLE SM DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filamide,Filamide,Section E
521, Suture ,Opthal,NYL100 7061,POLYAMIDE Black 10-0 X 30-6.5MM 3/8 Circle Spatula Point ,POLYAMIDE BLACK  10-0 X 30-6.5MM 3/8 CIRCLE SM,DZ, 12 , P-1 ,Filamide,Filamide,Section E
522, Suture ,Opthal,NYL100 9000DN,POLYAMIDE Black 10-0 X 30-5.5MM 1/2 Circle Spatula Point Double Needle,POLYAMIDE BLACK  10-0 X 30-5.5MM 1/2 CIRCLE SP DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filamide,Filamide,Section E
523, Suture ,Opthal,NYL100 9003DN,POLYAMIDE Black 10-0 X 30-6.5MM 3/8 Circle Spatula Point Double Needle,POLYAMIDE BLACK  10-0 X 30-6.5MM 3/8 CIRCLE SM DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filamide,Filamide,Section E
524, Suture ,Opthal,NYL1003718i,POLYAMIDE Black 10-0 X 38-06MM 3/8 Circle Spatula Point elixir needle,POLYAMIDE BLACK  10-0 X 38-06MM 3/8 CIRCLE SM I,DZ, 12 , P-1 ,Filamide,Filamide,Section K
525, Suture ,Opthal,NYL1003719i,POLYAMIDE Black 10-0 X 38-06MM 3/8 Circle Spatula Point elixir Double Needle,POLYAMIDE BLACK  10-0 X 38-06MM 3/8 CIRCLE SM DOUBLE NEEDLE  I,DZ, 12 , P-1 ,Filamide,Filamide,Section K
526, Suture ,Opthal,NYL1007000DNi,POLYAMIDE Black 10-0 X 30-6MM 1/2 Circle Spatula Point elixir Double Needle,POLYAMIDE BLACK  10-0 X 30-6MM 1/2 CIRCLE SM DOUBLE NEEDLE  I,DZ, 12 , P-1 ,Filamide,Filamide,Section K
527, Suture ,Opthal,NYL1007003DNi,POLYAMIDE Black 10-0 X 30-6MM 3/8 Circle Spatula Point elixir Double Needle,POLYAMIDE BLACK  10-0 X 30-6MM 3/8 CIRCLE SM DOUBLE NEEDLE  I,DZ, 12 , P-1 ,Filamide,Filamide,Section K
528, Suture ,Opthal,NYL1007770,POLYAMIDE Black 10-0 X 13-06MM 3/8 Circle Spatula Point ,POLYAMIDE BLACK  10-0 X 13-06MM 3/8 CIRCLE SM,DZ, 12 , P-1 ,Filamide,Filamide,Section E
529, Suture ,General Suture,NYL103337NE,NE-POLYAMIDE Black 0 X 70-45MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  0 X 70-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section N
530, Suture ,NCV,NYL20 3333,POLYAMIDE Black 2-0 X 70-40MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  2-0 X 70-40MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
531, Suture ,NCV,NYL20 3336,POLYAMIDE Black 2-0 X 70-45MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  2-0 X 70-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
532, Suture ,NCV,NYL20 3336SL,POLYAMIDE Black 2-0 X 35-45MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  2-0 X 35-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
533, Suture ,NCV,NYL20 3336XL,POLYAMIDE Black 2-0 X 100-45MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  2-0 X 100-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
534, Suture ,NCV,NYL20 3390,POLYAMIDE Black 2-0 X 70-60MM Straight Cutting,POLYAMIDE BLACK  2-0 X 70-60MM STRAIGHT CUTTING ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
535, Suture ,NCV,NYL203333NE,NE-POLYAMIDE Black 2-0 X 70-40MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  2-0 X 70-40MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section N
536, Suture ,NCV,NYL203336NE,NE-POLYAMIDE Black 2-0 X 70-45MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  2-0 X 70-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section N
537, Suture ,NCV,NYL203336SLNE,NE-POLYAMIDE Black 2-0 X 35-45MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  2-0 X 35-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section N
538, Suture ,NCV,NYL203336XLNE,NE-POLYAMIDE Black 2-0 X 100-45MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  2-0 X 100-45MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section N
539, Suture ,NCV,NYL30 3321,POLYAMIDE Black 3-0 X 70-16MM 3/8 Circle Cutting,POLYAMIDE BLACK  3-0 X 70-16MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
540, Suture ,NCV,NYL30 3328,POLYAMIDE Black 3-0 X 70-26MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  3-0 X 70-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
541, Suture ,NCV,NYL30 3328ML,POLYAMIDE Black 3-0 X 45-26MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  3-0 X 45-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
542, Suture ,NCV,NYL30 3328SL,POLYAMIDE Black 3-0 X 35-26MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  3-0 X 35-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
543, Suture ,NCV,NYL30 3388,POLYAMIDE Black 3-0 X 70-60MM Straight Cutting,POLYAMIDE BLACK  3-0 X 70-60MM STRAIGHT CUTTING ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
544, Suture ,NCV,NYL303328NE,NE-POLYAMIDE Black 3-0 X 70-26MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  3-0 X 70-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section N
545, Suture ,NCV,NYL303328SLNE,NE-POLYAMIDE Black 3-0 X 35-26MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  3-0 X 35-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section N
546, Suture ,NCV,NYL40 3318,POLYAMIDE Black 4-0 X 70-16MM 3/8 Circle Cutting,POLYAMIDE BLACK  4-0 X 70-16MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
547, Suture ,NCV,NYL40 3319,POLYAMIDE Black 4-0 X 90-16MM 3/8 Circle Cutting,POLYAMIDE BLACK  4-0 X 90-16MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
548, Suture ,Plastic,NYL40 3326,POLYAMIDE Black 4-0 X 38-10MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  4-0 X 38-10MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
549, Suture ,NCV,NYL40 3326XL,POLYAMIDE Black 4-0 X 70-10MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  4-0 X 70-10MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
550, Suture ,Plastic,NYL40 3357,POLYAMIDE Black 4-0 X 60-19MM 3/8 Circle Cutting,POLYAMIDE BLACK  4-0 X 60-19MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
551, Suture ,Plastic,NYL40 3567,POLYAMIDE Black 4-0 X 70-19MM 3/8 Circle Cutting,POLYAMIDE BLACK  4-0 X 70-19MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
552, Suture ,NCV,NYL403319NE,NE-POLYAMIDE Black 4-0 X 90-16MM 3/8 Circle Cutting,POLYAMIDE BLACK  4-0 X 90-16MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filamide,Filamide,Section N
553, Suture ,Plastic,NYL403326i,POLYAMIDE Black 4-0 X 38-10MM 3/8 Circle Reverse Cutting with elixir needle,POLYAMIDE BLACK  4-0 X 38-10MM 3/8 CIRCLE REVERSE CUTTING  I,DZ, 12 , P-1 ,Filamide,Filamide,Section K
554, Suture ,Plastic,NYL50 3315,POLYAMIDE Black 5-0 X 35-16MM 3/8 Circle Cutting,POLYAMIDE BLACK  5-0 X 35-16MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
555, Suture ,NCV,NYL50 3316,POLYAMIDE Black 5-0 X 90-13MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  5-0 X 90-13MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
556, Suture ,NCV,NYL50 3317,POLYAMIDE Black 5-0 X 70-12MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  5-0 X 70-12MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
557, Suture ,Plastic,NYL50 3353,POLYAMIDE Black 5-0 X 60-13MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  5-0 X 60-13MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
558, Suture ,Plastic,NYL50 3726,POLYAMIDE Black 5-0 X 70-16MM 3/8 Circle Slim Blade,POLYAMIDE BLACK  5-0 X 70-16MM 3/8 CIRCLE SB,DZ, 12 , P-1 ,Filamide,Filamide,Section D
559, Suture ,Plastic,NYL50 3752,POLYAMIDE Black 5-0 X 70-13MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  5-0 X 70-13MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
560, Suture ,Plastic,NYL503315i,POLYAMIDE Black 5-0 X 35-16MM 3/8 Circle cutting with elixir needle,POLYAMIDE BLACK  5-0 X 35-16MM 3/8 CIRCLE PCT I,DZ, 12 , P-1 ,Filamide,Filamide,Section K
561, Suture ,NCV,NYL60 3320,POLYAMIDE Black 6-0 X 70-10MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  6-0 X 70-10MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section A
562, Suture ,Plastic,NYL60 3331,POLYAMIDE Black 6-0 X 70-26MM 3/8 Circle Cutting,POLYAMIDE BLACK  6-0 X 70-26MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
563, Suture ,Plastic,NYL60 3351,POLYAMIDE Black 6-0 X 70-13MM 3/8 Circle Cutting,POLYAMIDE BLACK  6-0 X 70-13MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
564, Suture ,Plastic,NYL80 2808,POLYAMIDE Black 8-0 X 15-6.5MM 3/8 Circle Round Body,POLYAMIDE BLACK  8-0 X 15-6.5MM 3/8 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
565, Suture ,Opthal,NYL80 3322,POLYAMIDE Black 8-0 X 38-6MM 3/8 Circle Spatula Point ,POLYAMIDE BLACK  8-0 X 38-6MM 3/8 CIRCLE SM,DZ, 12 , P-1 ,Filamide,Filamide,Section E
566, Suture ,Opthal,NYL80 3324DN,POLYAMIDE Black 8-0 X 38-6MM 3/8 Circle Spatula Point Double Needle,POLYAMIDE BLACK  8-0 X 38-6MM 3/8 CIRCLE SM DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filamide,Filamide,Section E
567, Suture ,Opthal,NYL80 3343,POLYAMIDE Black 8-0 X 38-6MM 3/8 Circle Reverse Cutting,POLYAMIDE BLACK  8-0 X 38-6MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filamide,Filamide,Section E
568, Suture ,Plastic,NYL80 3708,POLYAMIDE Black 8-0 X 38-6MM 3/8 Circle Round Body,POLYAMIDE BLACK  8-0 X 38-6MM 3/8 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
569, Suture ,Plastic,NYL802812,POLYAMIDE Black 8-0 X 13-5MM 3/8 Circle Round Body,POLYAMIDE BLACK  8-0 X 13-5MM 3/8 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
570, Suture ,Opthal,NYL803324DNi,POLYAMIDE Black 8-0 X 38-6MM 3/8 Circle Spatula Point elixir Double Needle,POLYAMIDE BLACK  8-0 X 38-6MM 3/8 CIRCLE SM DOUBLE NEEDLE  I,DZ, 12 , P-1 ,Filamide,Filamide,Section K
571, Suture ,Plastic,NYL803708i,POLYAMIDE Black 8-0 X 38-6MM 3/8 Circle Round Body with elixir needle,POLYAMIDE BLACK  8-0 X 38-6MM 3/8 CIRCLE ROUND BODY  I,DZ, 12 , P-1 ,Filamide,Filamide,Section K
572, Suture ,NCV,NYL90 2800DN,POLYAMIDE Black 9-0 X 25-6.5MM 3/8 Circle Round Body Double Needle,POLYAMIDE BLACK  9-0 X 25-6.5MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
573, Suture ,Plastic,NYL90 2829,POLYAMIDE Black 9-0 X 13-05MM 3/8 Circle Round Body,POLYAMIDE BLACK  9-0 X 13-05MM 3/8 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filamide,Filamide,Section D
574, Suture ,NCV,NYL90 3709,POLYAMIDE Black 9-0 X 38-06MM 3/8 Circle Round Body SN,POLYAMIDE BLACK  9-0 X 38-06MM 3/8 CIRCLE ROUND BODY  SN,DZ, 12 , P-1 ,Filamide,Filamide,Section D
575, Suture ,Opthal,NYL90 3714DN,POLYAMIDE Black 9-0 X 38-6MM 3/8 Circle Spatula Point Double Needle,POLYAMIDE BLACK  9-0 X 38-6MM 3/8 CIRCLE SM DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filamide,Filamide,Section E
576, Suture ,Opthal,NYL90 3715,POLYAMIDE Black 9-0 X 38-6MM 3/8 Circle Spatula Point ,POLYAMIDE BLACK  9-0 X 38-6MM 3/8 CIRCLE SM,DZ, 12 , P-1 ,Filamide,Filamide,Section E
577, Suture ,NCV,NYL902813,POLYAMIDE  Black  9-0 X 45-5MM 3/8 Circle Round Body ,POLYAMIDE BLACK  9-0 X 45-5MM 3/8 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filasilk,Filasilk,Section A
578, Suture ,Opthal,NYL903714DNi,POLYAMIDE Black 9-0 X 38-6MM 3/8 Circle Spatula Point elixir Double Needle,POLYAMIDE BLACK  9-0 X 38-6MM 3/8 CIRCLE SM DOUBLE NEEDLE  I,DZ, 12 , P-1 ,Filamide,Filamide,Section K
579, Suture ,NCV,NYS01 705,POLYAMIDE Black 1 X 35 (35X5),POLYAMIDE BLACK  1 X 35 (35X5),DZ, 12 , P-1 ,Filamide,Filamide Non Needled,Section A
580, Suture ,NCV,NYS01 905,POLYAMIDE Black 1 X 76 (76X2),POLYAMIDE BLACK  1 X 76 (76X2),DZ, 12 , P-1 ,Filamide,Filamide Non Needled,Section A
581, Suture ,NCV,NYS02 906,POLYAMIDE Black 2 X 76 (76X2),POLYAMIDE BLACK  2 X 76 (76X2),DZ, 12 , P-1 ,Filamide,Filamide Non Needled,Section A
582, Suture ,NCV,NYS10 904,POLYAMIDE Black 0 X 76 (76X2),POLYAMIDE BLACK  0 X 76 (76X2),DZ, 12 , P-1 ,Filamide,Filamide Non Needled,Section A
583, Suture ,NCV,NYS20 703,POLYAMIDE Black 2-0 X 35 (35X5),POLYAMIDE BLACK  2-0 X 35 (35X5),DZ, 12 , P-1 ,Filamide,Filamide Non Needled,Section A
584, Suture ,NCV,NYS20 903,POLYAMIDE Black 2-0 X 76 (76X2),POLYAMIDE BLACK  2-0 X 76 (76X2),DZ, 12 , P-1 ,Filamide,Filamide Non Needled,Section A
585, Kit ,NCV,OR KIT 1,"CONTENTS 1EA PGN01 2421,1EA NYL20 3336","CONTENTS 1EA PGN01 2421,1EA NYL20 3336",BOX, 6 , P-1 ,Meri - Kit,Open Reduction Kit,Section B
586, Kit ,NCV,OR KIT 2,"CONTENTS 2EA PGN01 2421,1EA NYL20 3336","CONTENTS 2EA PGN01 2421,1EA NYL20 3336",BOX, 6 , P-1 ,Meri - Kit,Open Reduction Kit,Section B
587, Biosurgicals ,Hemostat,ORC F12,OXIDIZED REGENERATED CELLULOSE FIBRE 1'X2',,DZ, 12 , P-1 ,Merizelle,Merizelle,Section G
588, Biosurgicals ,Hemostat,ORC F24,OXIDIZED REGENERATED CELLULOSE FIBRE 2'X4',,DZ, 12 , P-1 ,Merizelle,Merizelle,Section G
589, Biosurgicals ,Hemostat,ORC F44,OXIDIZED REGENERATED CELLULOSE FIBRE 4'X4',,DZ, 12 , P-1 ,Merizelle,Merizelle,Section G
590, Biosurgicals ,Hemostat,ORC S214,OXIDIZED REGENERATED CELLULOSE STANDARD 2'X14',,DZ, 12 , P-1 ,Merizelle,Merizelle,Section G
591, Biosurgicals ,Hemostat,ORC S23,OXIDIZED REGENERATED CELLULOSE STANDARD 2'X3',,DZ, 12 , P-1 ,Merizelle,Merizelle,Section G
592, Biosurgicals ,Hemostat,ORC S48,OXIDIZED REGENERATED CELLULOSE STANDARD 4'X8',,DZ, 12 , P-1 ,Merizelle,Merizelle,Section G
593, Biosurgicals ,Hemostat,ORC W11,OXIDIZED REGENERATED CELLULOSE WOVEN 1'X1',,DZ, 12 , P-1 ,Merizelle,Merizelle,Section G
594, Biosurgicals ,Hemostat,ORC W135,OXIDIZED REGENERATED CELLULOSE WOVEN 1'X3.5',,DZ, 12 , P-1 ,Merizelle,Merizelle,Section G
595, Biosurgicals ,Hemostat,ORC W34,OXIDIZED REGENERATED CELLULOSE WOVEN 3'X4',,DZ, 12 , P-1 ,Merizelle,Merizelle,Section G
596, Suture ,NCV,PCL10 1245U,Polyglecaprone  Undyed  0 X 45-23MM 1/2 Circle Round Body ,POLYGLECAPRONE  UNDYED  0 X 45-23MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
597, Suture ,NCV,PCL10 1642U,Polyglecaprone  Undyed  0 X 70-30MM 1/2 Circle Round Body ,POLYGLECAPRONE  UNDYED  0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
598, Suture ,NCV,PCL10 1742V,Polyglecaprone  Violet 0 X 70-30MM 1/2 Circle Round Body ,POLYGLECAPRONE  VIOLET  0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
599, Suture ,NCV,PCL20 1602U,Polyglecaprone  Undyed  2-0 X 70-26MM 5/8 Circle Round Body ,POLYGLECAPRONE  UNDYED  2-0 X 70-26MM FE ROUND BODY  ,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
600, Suture ,Plastic,PCL20 1641U,Polyglecaprone  Undyed  2-0 X 70-30MM 1/2 Circle Round Body ,POLYGLECAPRONE  UNDYED  2-0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filapron,Filapron ,Section D
601, Suture ,NCV,PCL20 1665U,Polyglecaprone  Undyed  2-0 X 70-26MM 1/2 Circle Round Body V-Black Needle ,POLYGLECAPRONE  UNDYED  2-0 X 70-26MM 1/2 CIRCLE ROUND BODY  VB,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
602, Suture ,NCV,PCL20 1666U,Polyglecaprone  Undyed  2-0 X 70-36MM 1/2 Circle Round Body ,POLYGLECAPRONE  UNDYED  2-0 X 70-36MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
603, Suture ,Plastic,PCL20 1741V,Polyglecaprone  Violet 2-0 X 70-30MM 1/2 Circle Round Body ,POLYGLECAPRONE  VIOLET  2-0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filapron,Filapron ,Section D
604, Suture ,NCV,PCL20 1765V,Polyglecaprone  Violet 2-0 X 70-26MM 1/2 Circle Round Body V-Black Needle ,POLYGLECAPRONE  VIOLET  2-0 X 70-26MM 1/2 CIRCLE ROUND BODY  VB,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
605, Suture ,NCV,PCL20 3441V,Polyglecaprone  Violet 2-0 X 70-31MM 1/2 Circle Round Body ,POLYGLECAPRONE  VIOLET  2-0 X 70-31MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
606, Suture ,NCV,PCL20 3665V,Polyglecaprone  Violet 2-0 X 70-26MM 1/2 Circle Round Body V-Black Needle  ,POLYGLECAPRONE  VIOLET  2-0 X 70-26MM 1/2 CIRCLE ROUND BODY  VB C1,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
607, Suture ,NCV,PCL30 1326SLU,Polyglecaprone  Undyed  3-0 X 45-25MM 3/8 Circle Cutting ,POLYGLECAPRONE  UNDYED  3-0 X 45-25MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
608, Suture ,NCV,PCL30 1326U,Polyglecaprone  Undyed  3-0 X 70-25MM 3/8 Circle Cutting ,POLYGLECAPRONE  UNDYED  3-0 X 70-25MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
609, Suture ,NCV,PCL30 1326V,Polyglecaprone  Violet 3-0 X 70-25MM 3/8 Circle Cutting ,POLYGLECAPRONE  VIOLET  3-0 X 70-25MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
610, Suture ,NCV,PCL30 1663U,Polyglecaprone  Undyed  3-0 X 70-22MM 1/2 Circle Round Body V-Black Needle ,POLYGLECAPRONE  UNDYED  3-0 X 70-22MM 1/2 CIRCLE ROUND BODY  VB,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
611, Suture ,NCV,PCL30 1664UB,Polyglecaprone  Undyed  3-0 X 70-26MM 1/2 Circle Round Body V-Black Needle ,POLYGLECAPRONE  UNDYED  3-0 X 70-26MM 1/2 CIRCLE ROUND BODY  VB,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
612, Suture ,NCV,PCL30 1737V,Polyglecaprone  Violet 3-0 X 70-20MM 1/2 Circle Round Body ,POLYGLECAPRONE  VIOLET  3-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
613, Suture ,NCV,PCL30 1764V,Polyglecaprone  Violet 3-0 X 70-26MM 1/2 Circle Round Body V-Black Needle ,POLYGLECAPRONE  VIOLET  3-0 X 70-26MM 1/2 CIRCLE ROUND BODY  VB,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
614, Suture ,NCV,PCL30 3326U,Polyglecaprone  Undyed  3-0 X 70-26MM 3/8 Circle Reverse Cutting ,POLYGLECAPRONE  UNDYED  3-0 X 70-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
615, Suture ,NCV,PCL30 3650U,Polyglecaprone  Undyed  3-0 X 70-60MM Straight Cutting ,POLYGLECAPRONE  UNDYED  3-0 X 70-60MM STRAIGHT CUTTING ,DZ, 12 , P-1 ,Filapron,Filapron ,Section A
616, Suture ,Plastic,PCL301326Ui,Polyglecaprone  Undyed  3-0 X 70-25MM 3/8 Circle Cutting with elixir flash point needle,POLYGLECAPRONE  UNDYED  3-0 X 70-25MM 3/8 CIRCLE CUTTING  I,DZ, 12 , P-1 ,Filapron,Filapron,Section K
